Title,Summary,Link,Time,Section,Subsection,Category
Missing Girl Found,"Julie Rivkees was safe at home after going missing on May 20. It was thought that Julie, who lives in Florida, may have been coming to Millburn, where she used to live.",https://maplewood.blogs.nytimes.com/2009/06/05/blogs/05maplewood-missing-10609.html,2009-06-05T17:27:59+0000,Blogs,Blogs,Florida Girl
Helmets Becoming More Common on the Ski Slopes,"Helmets, once used exclusively by competitive skiers and snowboarders, have become far more common, even for novices.",https://www.nytimes.com/2010/01/02/sports/othersports/02ski.html,2010-01-01T16:35:08+0000,Sports,Sports,Florida Girl
"Florida Girls Lift Weights, and Gold Medals","Girlsâ€™ weightlifting, a high school sport sanctioned only in one state, is embraced by girls of all shapes, sizes and athletic abilities.",https://www.nytimes.com/2007/03/17/us/17weight.html,2007-03-17T04:00:00+0000,U.S.,U.S.,Florida Girl
Sex Offender Guilty of Rape and Murder of Florida Girl,"The case against John E. Couey, who could face the death penalty, led to a nationwide crackdown on sex criminals.",https://www.nytimes.com/2007/03/08/us/08verdict.html,2007-03-08T05:00:00+0000,U.S.,U.S.,Florida Girl
Trial Opens in Case of Convicted Sex Offender Accused in Murder of 9-Year-Old Florida Girl,"The case provoked a nationwide crackdown on sex criminals, not least because the suspect, John E. Couey, was a convicted sex offender who had managed to skip required counseling sessions.",https://www.nytimes.com/2007/03/02/us/02florida.html,2007-03-02T05:00:00+0000,U.S.,U.S.,Florida Girl
Border Crossings,"In Joan Silberâ€™s new book of stories, American characters are transformed by exposure to different cultures.",https://www.nytimes.com/2008/07/13/books/review/Seligman-t.html,2008-07-13T04:00:00+0000,Books,Books,Florida Girl
Age Gap in Teenage Sex Continues to Stir Debate,"IN 1999, Jon L. Schoenhorn, a lawyer from Hartford, argued before the state Supreme Court on behalf of a football player from Enfield High School who had been convicted of sexually assaulting the teamâ€™s manager.",https://www.nytimes.com/2007/06/24/nyregion/nyregionspecial2/24topicct.html,2007-06-24T04:00:00+0000,New York,New York,Florida Girl
National Briefing,WEST.,https://www.nytimes.com/2006/03/16/national/national-briefing.html,2006-03-16T05:00:00+0000,U.S.,U.S.,Florida Girl
Body of Missing 11-Year-Old Florida Girl Is Found,"Joseph P. Smith has been charged with the murder of Carlie Brucia, whose abduction was captured by surveillance camera.",https://www.nytimes.com/2004/02/06/national/body-of-missing-11yearold-florida-girl-is-found.html,2004-02-06T05:00:00+0000,U.S.,U.S.,Florida Girl
Florida Girl Abducted on Video Is Found Dead; Mechanic With Criminal Record Is Charged,"Investigators in Sarasota, Fla, find body of 11-year-old Carlie Brucia in woods behind church; officials charge Joseph P Smith, mechanic with long criminal record, with murder and kidnapping and vow to seek death penalty; Smith was arrested after ...",https://www.nytimes.com/2004/02/07/us/florida-girl-abducted-video-found-dead-mechanic-with-criminal-record-charged.html,2004-02-07T05:00:00+0000,U.S.,U.S.,Florida Girl
A Duck Out of Water,"PAXTON CRAWFORD, a pitcher from out of town with a pretty good delivery, says New York has thrown him a 118-mile curveball: Long Island.    ''I actually thought Long Island was going to be more, like, citified,'' said Mr. Crawford, a member of the...",https://www.nytimes.com/2005/07/17/nyregion/a-duck-out-of-water.html,2005-07-17T05:00:00+0000,New York,New York,Florida Girl
"Northwest, South, Mid-Atlantic, Washington, and Science and Health",NORTHWEST.,https://www.nytimes.com/2005/05/24/national/northwest-south-midatlantic-washington-and-science-and-health.html,2005-05-24T05:00:00+0000,U.S.,U.S.,Florida Girl
NEWS SUMMARY,,https://www.nytimes.com/2002/05/11/nyregion/news-summary-997960.html,2002-05-11T05:00:00+0000,New York,New York,Florida Girl
Record Colorado Ski Deaths Prompt Calls for Helmets,Colorado officials are puzzled over why more people have died in skiing accidents in current season than ever before; record of 15 dead has brought new attention to use of helmets for protection against serious head injuries since in only one case...,https://www.nytimes.com/2002/03/31/us/record-colorado-ski-deaths-prompt-calls-for-helmets.html,2002-03-31T05:00:00+0000,U.S.,U.S.,Florida Girl
NEWS SUMMARY,,https://www.nytimes.com/2002/05/28/nyregion/news-summary-256200.html,2002-05-28T05:00:00+0000,New York,New York,Florida Girl
Children Suffer as Florida Agency Struggles,Disappearance of four-year-old Rilya Wilson more than year ago while under care of Florida's Department of Children and Families shows that reform of state's child welfare system has been less impressive than Gov Jeb Bush or agency have acknowledg...,https://www.nytimes.com/2002/07/01/us/children-suffer-as-florida-agency-struggles.html,2002-07-01T05:00:00+0000,U.S.,U.S.,Florida Girl
The Way We Live Now: 3-25-01: Salient Facts; Putting on the Kid Gloves,"Mark Schone Salient Facts article on school policies, spurred by school shootings, under which misbehaving students get strict, uniform penalties without consideration of intent or prior records; cites examples of categories that controversial zer...",https://www.nytimes.com/2001/03/25/magazine/the-way-we-live-now-3-25-01-salient-facts-putting-on-the-kid-gloves.html,2001-03-25T05:00:00+0000,Magazine,Magazine,Florida Girl
AMERICAN TOPICS : Short Takes,"A 15-year-old Florida girl faces possible suspension from school for up to a year for bringing a deadly weapon to school â€” fingernail clippers..The girl, Tawana Dawson of Pensacola, insisted that the two-inch metal blade attached to the clippers",https://www.nytimes.com/1999/06/16//IHT-american-topics-short-takes.html,1999-06-16T05:00:00+0000,n/a,n/a,Florida Girl
She Knows 'Hard Work Is What Matters',"Public Lives column profiles Viviana Risca, student at Port Washington's research-minded Paul D Schreiber High School; she discusses winning $100,000 scholarship in Intel Science Talent Search; photo (M)",https://www.nytimes.com/2000/03/22/nyregion/public-lives-she-knows-hard-work-is-what-matters.html,2000-03-22T05:00:00+0000,New York,New York,Florida Girl
NEWS SUMMARY,,https://www.nytimes.com/1996/10/08/nyregion/news-summary-706558.html,1996-10-08T05:00:00+0000,New York,New York,Florida Girl
Judge Finalizes Parent Switch By Florida Girl,,https://www.nytimes.com/1994/05/15/us/judge-finalizes-parent-switch-by-florida-girl.html,1994-05-15T05:00:00+0000,U.S.,U.S.,Florida Girl
"Custody Approved For Florida Girl, 15, Who Was Swapped",,https://www.nytimes.com/1994/05/16/us/custody-approved-for-florida-girl-15-who-was-swapped.html,1994-05-16T05:00:00+0000,U.S.,U.S.,Florida Girl
Brain-Dead Florida Girl Will Be Sent Home on Life Support,,https://www.nytimes.com/1994/02/19/us/brain-dead-florida-girl-will-be-sent-home-on-life-support.html,1994-02-19T05:00:00+0000,U.S.,U.S.,Florida Girl
"Florida Girl, 14, Wins Right Not to See Biological Family",,https://www.nytimes.com/1993/08/19/us/florida-girl-14-wins-right-not-to-see-biological-family.html,1993-08-19T05:00:00+0000,U.S.,U.S.,Florida Girl
Your Home Computer Would Scoff at These Plots,,https://www.nytimes.com/1995/05/28/movies/film-your-home-computer-would-scoff-at-these-plots.html,1995-05-28T05:00:00+0000,Movies,Movies,Florida Girl
"In Florida, Girl Discovers Chill of Life With AIDS",,https://www.nytimes.com/1993/01/09/us/in-florida-girl-discovers-chill-of-life-with-aids.html,1993-01-09T05:00:00+0000,U.S.,U.S.,Florida Girl
"Carner, 55, Gets Tired; She Also Gets Lead",,https://www.nytimes.com/1994/07/16/sports/golf-carner-55-gets-tired-she-also-gets-lead.html,1994-07-16T05:00:00+0000,Sports,Sports,Florida Girl
NEWS SUMMARY,,https://www.nytimes.com/1994/02/19/nyregion/news-summary-231320.html,1994-02-19T05:00:00+0000,New York,New York,Florida Girl
"Vivienne Segal, 95, a Stage Star In Roles Sweet to Cynical, Is Dead",,https://www.nytimes.com/1992/12/30/movies/vivienne-segal-95-a-stage-star-in-roles-sweet-to-cynical-is-dead.html,1992-12-30T05:00:00+0000,Movies,Movies,Florida Girl
"ART REVIEW;
Spotlight on Old-Time Stage Sets","ALTHOUGH the full atmosphere of a stage set radiates only in the darkened theater, the design itself carries significant meaning.

With the advantage of historical distance, one can find a number of telling reflections of public interests and valu...",https://www.nytimes.com/1992/02/23/nyregion/art-review-spotlight-on-oldtime-stage-sets.html,1992-02-23T05:00:00+0000,New York,New York,Florida Girl
"Review/Theater;   A Nostalgic Monologue, Both Comic and Barbed",,https://www.nytimes.com/1990/06/21/theater/review-theater-a-nostalgic-monologue-both-comic-and-barbed.html,1990-06-21T05:00:00+0000,Theater,Theater,Florida Girl
TV Weekend; A Simpsonish Family of Dinosaurs,,https://www.nytimes.com/1991/04/26/arts/tv-weekend-a-simpsonish-family-of-dinosaurs.html,1991-04-26T05:00:00+0000,Arts,Arts,Florida Girl
Florida Girl to Be Tested To Determine Parentage,,https://www.nytimes.com/1988/09/29/us/florida-girl-to-be-tested-to-determine-parentage.html,1988-09-29T05:00:00+0000,U.S.,U.S.,Florida Girl
"Sentence for Killing Newborn: Jail Term, Then Birth Control",,https://www.nytimes.com/1990/11/18/us/sentence-for-killing-newborn-jail-term-then-birth-control.html,1990-11-18T05:00:00+0000,U.S.,U.S.,Florida Girl
NEWS SUMMARY,,https://www.nytimes.com/1990/06/21/nyregion/news-summary-984290.html,1990-06-21T05:00:00+0000,New York,New York,Florida Girl
INSIDE,,https://www.nytimes.com/1989/05/17/nyregion/inside-886289.html,1989-05-17T05:00:00+0000,New York,New York,Florida Girl
Supreme Court Clears Way for Florida Teen-Ager to Have Abortion,,https://www.nytimes.com/1989/05/19/us/supreme-court-clears-way-for-florida-teen-ager-to-have-abortion.html,1989-05-19T05:00:00+0000,U.S.,U.S.,Florida Girl
News Summary,,https://www.nytimes.com/1989/11/20/nyregion/news-summary-337289.html,1989-11-20T05:00:00+0000,New York,New York,Florida Girl
NEWS SUMMARY,,https://www.nytimes.com/1989/05/19/nyregion/news-summary-496789.html,1989-05-19T05:00:00+0000,New York,New York,Florida Girl
Corrections,,https://www.nytimes.com/1987/10/23/nyregion/c-corrections-037987.html,1987-10-23T05:00:00+0000,New York,New York,Florida Girl
Actors Lend Talents To Darien AIDS Benefit,,https://www.nytimes.com/1987/09/06/nyregion/actors-lend-talents-to-darien-aids-benefit.html,1987-09-06T05:00:00+0000,New York,New York,Florida Girl
LIFE IN THE 30'S,,https://www.nytimes.com/1986/09/24/garden/life-in-the-30-s.html,1986-09-24T05:00:00+0000,Home & Garden,Home & Garden,Florida Girl
POLL FINDS CHILDREN REMAIN ENTHUSIASTIC ON SPACE FLIGHT,,https://www.nytimes.com/1986/02/02/us/poll-finds-children-remain-enthusiastic-on-space-flight.html,1986-02-02T05:00:00+0000,U.S.,U.S.,Florida Girl
International,,https://www.nytimes.com/1982/03/30/us/index-international.html,1982-03-30T05:00:00+0000,U.S.,U.S.,Florida Girl
11 YOUNG DANCERS TAKING FIRST BIG STEP TO STARDOM,,https://www.nytimes.com/1981/10/20/nyregion/11-young-dancers-taking-first-big-step-to-stardom.html,1981-10-20T05:00:00+0000,New York,New York,Florida Girl
Florida Girl Flees Kidnapper;  Suspect Is Arrested,she escapes from her kidnapper's home in Siesta Key after telephoning her parents; Wilfred Arthur Bannister arrested for kidnapping and involuntary sexual battery; illus (M),https://www.nytimes.com/1977/07/02/archives/florida-girl-flees-kidnapper-suspect-is-arrested.html,1977-07-02T05:00:00+0000,Archives,Archives,Florida Girl
Florida Girl Scout Abducted at Camp By a Male Intruder,"Grosse, Charlotte: She telephones father that she will be released soon (S)",https://www.nytimes.com/1977/06/30/archives/florida-girl-scout-abducted-at-camp-by-a-male-intruder.html,1977-06-30T05:00:00+0000,Archives,Archives,Florida Girl
"Body of Florida Girl, 8, is Found","Berry, Lisa Lynn: Body of 8-yr-old found in canal, Ft Lauderdale (S)",https://www.nytimes.com/1976/10/28/archives/body-of-florida-girl-8-is-found.html,1976-10-28T05:00:00+0000,Archives,Archives,Florida Girl
Youngsters Show Poise Of Pros at Easter Bowl,,https://www.nytimes.com/1978/03/26/archives/youngsters-show-poise-of-pros-at-easter-bowl.html,1978-03-26T05:00:00+0000,Archives,Archives,Florida Girl
"Slayings, Abduction Lead Girl Scouts To Tighten Security",murders of 3 Girl Scouts at campsite in Okla leads orgn to tighten security (S),https://www.nytimes.com/1977/07/03/archives/slayings-abduction-lead-girl-scouts-to-tighten-security.html,1977-07-03T05:00:00+0000,Archives,Archives,Florida Girl
Florida Girl Takes Title In Skating,,https://www.nytimes.com/1974/01/13/archives/florida-girl-takes-title-in-skating.html,1974-01-13T05:00:00+0000,Archives,Archives,Florida Girl
"MISS WADE TAKES FINAL BY 6â€ê4, 6â€ê1",,https://www.nytimes.com/1972/08/27/archives/miss-wade-takes-final-by-64-61-miss-fleming-bow-at-net-in-92degree.html,1972-08-27T05:00:00+0000,Archives,Archives,Florida Girl
Chris Evert Center of Dispute In Women's Tennis Rankings,,https://www.nytimes.com/1972/02/07/archives/chris-evert-center-of-dispute-in-womens-tennis-rankings.html,1972-02-07T05:00:00+0000,Archives,Archives,Florida Girl
Florida Girl Passes First Jockey Test,"approves B J Rubin, 19-yr-old girl; illus",https://www.nytimes.com/1969/01/14/archives/florida-girl-passes-first-jockey-test.html,1969-01-14T05:00:00+0000,Archives,Archives,Florida Girl
"Ex-Policeman Found Guilty In Murder of Florida Girl, 12","Clark, M: R Erler, ex-policeman, found guilty of murdering 12-yr-old girl, Ft Lauderdale",https://www.nytimes.com/1969/02/01/archives/expoliceman-found-guilty-in-murder-of-florida-girl-12.html,1969-02-01T05:00:00+0000,Archives,Archives,Florida Girl
"Florida Girl, 20, Applies For License in Kentucky",,https://www.nytimes.com/1968/11/22/archives/florida-girl-20-applies-for-license-in-kentucky.html,1968-11-22T05:00:00+0000,Archives,Archives,Florida Girl
MARTIN IS UPSET IN JUNIOR TENNIS,,https://www.nytimes.com/1970/03/30/archives/martin-is-upset-in-junior-tennis-king-snaps-winning-streak-in.html,1970-03-30T05:00:00+0000,Archives,Archives,Florida Girl
"Florida Girl, 16, Smashes 440-Yard Free-Style Mark","P Kruse (US), women's world 440-yd free-style (4:44.3); Tanner, women's world 220-yd medley (2:33.3)",https://www.nytimes.com/1966/07/05/archives/florida-girl-16-smashes-440yard-freestyle-mark.html,1966-07-05T05:00:00+0000,Archives,Archives,Florida Girl
World Water-Ski Mark Broken by Florida Girl,"world champs, Brisbane",https://www.nytimes.com/1965/10/29/archives/world-waterski-mark-broken-by-florida-girl.html,1965-10-29T05:00:00+0000,Archives,Archives,Florida Girl
"Nuptials Planned By Gail Buettner, Senior at Rollins; Florida Girl Affianced to Thomas A. Choate, a Fellow Student",,https://www.nytimes.com/1964/12/21/archives/nuptials-planned-by-gail-buettner-senior-at-rollins-florida-girl.html,1964-12-21T05:00:00+0000,Archives,Archives,Florida Girl
Florida Girl Loses,,https://www.nytimes.com/1964/04/17/archives/florida-girl-loses.html,1964-04-17T05:00:00+0000,Archives,Archives,Florida Girl
Florida Girl Wins in Naples,,https://www.nytimes.com/1964/04/22/archives/florida-girl-wins-in-naples.html,1964-04-22T05:00:00+0000,Archives,Archives,Florida Girl
Elizabeth Dunn Engaged to Wed R. V. Clark Jr.; Florida Girl Will Be Married to Former Student at N. Y. U.,,https://www.nytimes.com/1961/11/07/archives/elizabeth-dunn-engaged-to-wed-r-v-clark-jr-florida-girl-will-be.html,1961-11-07T05:00:00+0000,Archives,Archives,Florida Girl
Judith A. Dickey Engaged to Wed A Navy Officer; Florida Girl Is Fiancee of Griffith Winthrop -- Nuptials Sept. 12,,https://www.nytimes.com/1959/08/04/archives/judith-a-dickey-engaged-to-wed-a-navy-officer-florida-girl-is.html,1959-08-04T05:00:00+0000,Archives,Archives,Florida Girl
Army Lieutenant And Miss Crosby Will Be Married; Glenn Brown Fiance of Florida Girl--Nuptials Slated in December,,https://www.nytimes.com/1958/11/30/archives/army-lieutenant-and-miss-crosby-will-be-married-glenn-brown-fiance.html,1958-11-30T05:00:00+0000,Archives,Archives,Florida Girl
Putnam Sisters Will Be Brides; Double Wedding in June Planned for Florida Girls,,https://www.nytimes.com/1956/10/25/archives/putnam-sisters-will-be-brides-double-wedding-in-june-planned-for.html,1956-10-25T05:00:00+0000,Archives,Archives,Florida Girl
"MISS GREEN KEEPS TITLE; National 1,500-Meter Swim Again Won by Florida Girl",,https://www.nytimes.com/1956/07/05/archives/miss-green-keeps-title-national-1500meter-swim-again-won-by-florida.html,1956-07-05T05:00:00+0000,Archives,Archives,Florida Girl
MISS SCHNEIDER UPSET; Florida Girl Bows in Tennis to Pilar Herrero of Cuba,,https://www.nytimes.com/1955/12/28/archives/miss-schneider-upset-florida-girl-bows-in-tennis-to-pilar-herrero.html,1955-12-28T05:00:00+0000,Archives,Archives,Florida Girl
MISS MITCHELL FIANCEE; uuuuuuuu Florida Girl Engaged to Cadet William Lloyd Welter Jr.,,https://www.nytimes.com/1955/04/17/archives/miss-mitchell-fiancee-uuuuuuuu-florida-girl-engaged-to-cadet.html,1955-04-17T05:00:00+0000,Archives,Archives,Florida Girl
"Hoad-Rosewall, Misses Hart-Fry Take Paris Tennis Doubles Titles; Aussies Top Rose-Wilderspin, 6-2, 6-1, 6-1 -- Maureen Connolly-Miss Sampson Bow -- Seixas Victor With Florida Girl","L Hoad-K Rosewall (Australia) win men's doubles; D Hart-F Fry (US), women's",https://www.nytimes.com/1953/06/01/archives/hoadrosewall-misses-hartfry-take-paris-tennis-doubles-titles.html,1953-06-01T05:00:00+0000,Archives,Archives,Florida Girl
SUSAN FRENCH TO BE WED; Florida Girl Is Betrothed to Conrad S.P. Williams Jr.,,https://www.nytimes.com/1951/12/01/archives/susan-french-to-be-wed-florida-girl-is-betrothed-to-conrad-sp.html,1951-12-01T05:00:00+0000,Archives,Archives,Florida Girl
Florida Girl Captures 2 Essex Tennis Titles,D Hart (US) wins singles and doubles,https://www.nytimes.com/1951/08/13/archives/florida-girl-captures-2-essex-tennis-titles.html,1951-08-13T05:00:00+0000,Archives,Archives,Florida Girl
FLORIDA GIRL IS FIRST; Joan Pfleuger Hits 94 of 100 in Meet at Havana Traps,,https://www.nytimes.com/1949/01/31/archives/florida-girl-is-first-joan-pfleuger-hits-94-of-100-in-meet-at.html,1949-01-31T05:00:00+0000,Archives,Archives,Florida Girl
"NAVY LIE[ITENANT, MISS PARKS T0 WED; AndrewValentine,an Annapolis Graduate, to Marry Florida Girl in the Summer -4",,https://www.nytimes.com/1948/12/26/archives/navy-lieitenant-miss-parks-t0-wed-andrewvalentinean-annapolis.html,1948-12-26T05:00:00+0000,Archives,Archives,Florida Girl
"Gonzales Downs Schroeder, Retains U. S. Singles Title; Mrs. du Pont Victor; CHAMPION RALLIES TO SCORE IN 5 SETS Gonzales Drops Record First Tilt, 18-16, Second at 6-2, Then Rises to Triumph MISS HART BOWS, 6-4, 6-1 Florida Girl Beaten in Final by Mrs. du Pont -- Hall Wins Veteran Title 6th Time","matches, S 1-5 (in sports sec); R (Pancho) Gonzales wins men's singles; Mrs W Du Pont women's",https://www.nytimes.com/1949/09/06/archives/gonzales-downs-schroeder-retains-u-s-singles-title-mrs-du-pont.html,1949-09-06T05:00:00+0000,Archives,Archives,Florida Girl
ALICE BURROWES TO WED; Troth of Florida Girl to F.W. Ritter Jr. Is Announced,,https://www.nytimes.com/1946/06/02/archives/alice-burrowes-to-wed-troth-of-florida-girl-to-fw-ritter-jr-is.html,1946-06-02T05:00:00+0000,Archives,Archives,Florida Girl
TROTH OF MISS ANN JONES; Florida Girl Fiancee of Lieut. Raymond Simon of AAF,,https://www.nytimes.com/1946/02/06/archives/troth-of-miss-ann-jones-florida-girl-fiancee-of-lieut-raymond-simon.html,1946-02-06T05:00:00+0000,Archives,Archives,Florida Girl
OLIVE OLLIPHANT TO WED; Florida Girl Becomes Engaged to Capt. Philip C. Morse Jr.,,https://www.nytimes.com/1945/03/25/archives/olive-olliphant-to-wed-florida-girl-becomes-engaged-to-capt-philip.html,1945-03-25T05:00:00+0000,Archives,Archives,Florida Girl
TOBACCO QUEEN CHOSEN; Connecticut Growers Select Florida Girl in Beauty Contest,Chosen Conn Tobacco Queen,https://www.nytimes.com/1944/08/28/archives/tobacco-queen-chosen-connecticut-growers-select-florida-girl-in.html,1944-08-28T05:00:00+0000,Archives,Archives,Florida Girl
AUDREY WING BETROTHED; Florida Girl Will Be Married to Lieut. George W. Jackson Jr. ,,https://www.nytimes.com/1942/09/07/archives/audrey-wing-betrothed-florida-girl-will-be-married-to-lieut-george.html,1942-09-07T05:00:00+0000,Archives,Archives,Florida Girl
"ENGAGED TO .MARRY; Florida Girl, Daughter of Late U. $. Attorney, Fiancee of Ensign ROy Merchant Jr. AN ALUMNA OF FAIRMONT Bridegroom-Elect, Instructor in .Naval Aviation, Graduate' of Dartmouth, Class of '40",decorations; illus,https://www.nytimes.com/1942/12/13/archives/engaged-to-marry-florida-girl-daughter-of-late-u-attorney-fiancee.html,1942-12-13T05:00:00+0000,Archives,Archives,Florida Girl
Doris M. Day Affianced; Florida Girl to Become Bride of R.S. Leland of New Canaan,"Leland, Roderic S; D M Day (e)",https://www.nytimes.com/1939/02/12/archives/doris-m-day-affianced-florida-girl-to-become-bride-of-rs-leland-of.html,1939-02-12T05:00:00+0000,Archives,Archives,Florida Girl
"DOROTHY JUDKINS WED IN EDINBURGH; Florida Girl Bride of Richard G. Kibbey, Ex-Colgate Student","Kibbey, Richd G; D Judkins",https://www.nytimes.com/1938/12/14/archives/dorothy-judkins-wed-in-edinburgh-florida-girl-bride-of-richard-g.html,1938-12-14T05:00:00+0000,Archives,Archives,Florida Girl
CHARLOTTE HAYNES WED; Florida Girl Is Bride of Jerry R. Caldwell at Lake Placid,"Caldwell, Jerry R; C B Haynes",https://www.nytimes.com/1938/07/31/archives/charlotte-haynes-wed-florida-girl-is-bride-of-jerry-r-caldwell-at.html,1938-07-31T05:00:00+0000,Archives,Archives,Florida Girl
FAITH ALEXANDER'S PLANS; Florida Girl Will Be Married to William Matheson on Dec. 27,,https://www.nytimes.com/1937/12/12/archives/faith-alexanders-plans-florida-girl-will-be-married-to-william.html,1937-12-12T05:00:00+0000,Archives,Archives,Florida Girl
SENATOR SMATHERS WEDS MARY FOLEY; New Jersey's Senior in Upper House of Congress Marries Florida Girl in Fairfax,"Smathers, Wm H; M J Foley",https://www.nytimes.com/1938/02/10/archives/senator-smathers-weds-mary-foley-new-jerseys-senior-in-upper-house.html,1938-02-10T05:00:00+0000,Archives,Archives,Florida Girl
"JEANNETTE GENIUS BECOMES ENGAGED; Florida Girl, Former Dana Hall Student, Will Be Married to Hugh F. McKean","McKean, Hugh F; J M Genius (e)",https://www.nytimes.com/1938/01/04/archives/jeannette-genius-becomes-engaged-florida-girl-former-dana-hall.html,1938-01-04T05:00:00+0000,Archives,Archives,Florida Girl
JANE WHITNEY AFFIANCED; Florida Girl to Be Wed in Autumn to Geoffrey V. Azoy,"Azoy, Geoffrey V; J T Whitney",https://www.nytimes.com/1937/08/05/archives/jane-whitney-affianced-florida-girl-to-be-wed-in-autumn-to-geoffrey.html,1937-08-05T05:00:00+0000,Archives,Archives,Florida Girl
"Florida Girl, 14, Plans Wedding",At 45 plans to wed 14-yr-old R Booker,https://www.nytimes.com/1937/03/15/archives/florida-girl-14-plans-wedding.html,1937-03-15T05:00:00+0000,Archives,Archives,Florida Girl
YOUNGEST DELEGATE IS FLORIDA GIRL OF 22; She Favors Retention of Two-thirds Rule and Opposes Any Woman for Vice President.,"youngest delegate at Dem convention, int",https://www.nytimes.com/1936/06/26/archives/youngest-delegate-is-florida-girl-of-22-she-favors-retention-of.html,1936-06-26T05:00:00+0000,Archives,Archives,Florida Girl
CLUE TO AIR CRASH IS SOUGHT IN ASHES; Charred Remnants of Plane Sifted in Pittsburgh After Mishap Fatal to Ten. QUESTION SOLE SURVIVOR But Florida Girl Who Crawled From Wreck After Sight-Seeing Trip Cannot Help.,,https://www.nytimes.com/1936/09/08/archives/clue-to-air-crash-is-sought-in-ashes-charred-remnants-of-plane.html,1936-09-08T05:00:00+0000,Archives,Archives,Florida Girl
"MISS NATALIE HALL BECOMES ENGAGED; Parents of Florida Girl Make Known Troth to Frederick W. Hobbs of New York. NUPTIALS TO BE IN WINTER Bride-Elect Granddaughter of the Late Robert B. Holmes of Madison, N.J.",Engaged to N Hall,https://www.nytimes.com/1934/10/30/archives/miss-natalie-hall-becomes-engaged-parents-of-florida-girl-make.html,1934-10-30T05:00:00+0000,Archives,Archives,Florida Girl
"MISS RAWLS VICTOR IN SWIM DECATHLON; 50,000 at Jones Beach Watch Florida Girl Complete a Ten-Event Sweep. MRS. JARRETT WINS TITLE Takes Metropolitan A.A.U. 220-Yard Back-Stroke in Record Time of 2:56.4",K Rawls completes program without defeat,https://www.nytimes.com/1934/09/04/archives/miss-rawls-victor-in-swim-decathlon-50000-at-jones-beach-watch.html,1934-09-04T05:00:00+0000,Archives,Archives,Florida Girl
MISS RAWLS GAINED SWIMMING HONORS; Florida Girl Scored 16 Points in National Meet to Top Miss Kight by One.,K Rawls star of senior meet,https://www.nytimes.com/1933/04/24/archives/miss-rawls-gained-swimming-honors-florida-girl-scored-16-points-in.html,1933-04-24T05:00:00+0000,Archives,Archives,Florida Girl
