Title,Summary,Link,Time,Section,Subsection,Category
"West, Northwest, Southwest, South, Mid-Atlantic and Washington",WEST.,https://www.nytimes.com/2005/06/11/national/west-northwest-southwest-south-midatlantic-and-washington.html,2005-06-11T05:00:00+0000,U.S.,U.S.,Florida Children
Youth Who Won Abuse Suit Is Held in Daughter's Killing,"At 16, Yusimil Herrera won a suit against Florida's child welfare agency for churning her through foster homes where she said she was beaten, slapped, kicked and sexually abused from the time she was 2. At 19, Ms. Herrera, a plucky young woman wit...",https://www.nytimes.com/2004/05/19/us/youth-who-won-abuse-suit-is-held-in-daughter-s-killing.html,2004-05-19T05:00:00+0000,U.S.,U.S.,Florida Children
Florida Schools' Success,Letter from Florida Education Comr Jim Horne defends state's educational achievements (May 28 article),https://www.nytimes.com/2003/06/04/opinion/l-florida-schools-success-961787.html,2003-06-04T05:00:00+0000,Opinion,Opinion,Florida Children
"The Changes Unwelcome, A Model Teacher Moves On","Michael Winerip On Education column on Orlando, Fla, kindergarten teacher Laurin MacLeish, widely thought to be finest kindergarten teacher in state; she is leaving teaching because pressure to perform on state tests is leading many in field to ab...",https://www.nytimes.com/2003/05/28/nyregion/on-education-the-changes-unwelcome-a-model-teacher-moves-on.html,2003-05-28T05:00:00+0000,New York,New York,Florida Children
Gay Couple Challenges Florida Ban on Homosexual Adoptions,Federal appeals court is set to hear challenge by Wayne LaRue Smith and Daniel Skahen to Florida law that bars homosexuals like them from adopting children; Smith and Skahen want to adopt two boys who have been with them as foster children in Key ...,https://www.nytimes.com/2003/03/02/us/gay-couple-challenges-florida-ban-on-homosexual-adoptions.html,2003-03-02T05:00:00+0000,U.S.,U.S.,Florida Children
Reno Concedes Defeat And Endorses Her Rival,"Janet Reno concedes defeat in Florida's Democratic primary for governor and endorses victor Bill McBride; final tally shows Reno losing to McBride by 4,800 votes out of 1.3 million cast; McBride says he will focus on issues that are important to t...",https://www.nytimes.com/2002/09/18/us/reno-concedes-defeat-and-endorses-her-rival.html,2002-09-18T05:00:00+0000,U.S.,U.S.,Florida Children
"Under Fire, Florida Chief Of Child Welfare Resigns","Kathleen Kearney, head of Florida's troubled child welfare system, resigns amid criticism over department's handling of several recent cases; Gov Jeb Bush continues to defend Kearney while also announcing her resignation; photo (M)",https://www.nytimes.com/2002/08/14/us/under-fire-florida-chief-of-child-welfare-resigns.html,2002-08-14T05:00:00+0000,U.S.,U.S.,Florida Children
Miami 5-Year-Old Missing For Year Before Fact Noted,"State and local officials are looking for Rilya Wilson, 5-year-old Miami girl who was supposed to be in custody of Department of Children and Families but who no one noticed until week ago had been missing for more than year; photo (M)",https://www.nytimes.com/2002/05/01/us/miami-5-year-old-missing-for-year-before-fact-noted.html,2002-05-01T05:00:00+0000,U.S.,U.S.,Florida Children
Groups Fight Florida's Ban on Gay Adoptions,Roger Croteau and Steven Lofton are suing State of Florida in effort to adopt 10-year-old boy they have reared as gay couple; case has gained national attention through talk show host Rosie O'Donnell; American Civil Liberties Union and other advoc...,https://www.nytimes.com/2002/03/15/us/groups-fight-florida-s-ban-on-gay-adoptions.html,2002-03-15T05:00:00+0000,U.S.,U.S.,Florida Children
Is No Adoption Really Better Than a Gay Adoption?,"Dan Savage Op-Ed article answers fundamentalist Christian who offered to adopt Savage's own adopted son to take him out of homosexual home; reports that gay couples are adopting many at-risk children, like his son, who are hard to place with heter...",https://www.nytimes.com/2001/09/08/opinion/is-no-adoption-really-better-than-a-gay-adoption.html,2001-09-08T05:00:00+0000,Opinion,Opinion,Florida Children
Giving Children a Hall of Fame,"Article on Victoria Nesnick, creator of Kids Hall of Fame, which currently consists of quarterly newsletter, three rooms in her home in Dix Hills and Web site; photo (Special Issue: Best of Long Island)",https://www.nytimes.com/2000/11/12/nyregion/giving-children-a-hall-of-fame.html,2000-11-12T05:00:00+0000,New York,New York,Florida Children
National News Briefs; Financier Offers Tuition For Overturned Program,"Philanthropist Ted Forstmann offers to pay private school tuition of 53 Florida children in experimental, taxpayer-financed voucher program that was ruled in violation of state constitution (S)",https://www.nytimes.com/2000/03/16/us/national-news-briefs-financier-offers-tuition-for-overturned-program.html,2000-03-16T05:00:00+0000,U.S.,U.S.,Florida Children
Group Plan Gives Florida Children Access to Affordable Health Care,"Florida's Healthy Kids health insurance plan for children, lauded as national model, provides coverage for $10 a month, grouping children by schools; Robin Durrance says coverage is major help for her family, which cannot afford usual insurance; p...",https://www.nytimes.com/1997/05/23/us/group-plan-gives-florida-children-access-to-affordable-health-care.html,1997-05-23T05:00:00+0000,U.S.,U.S.,Florida Children
"Fewer Children Per Care Provider Is Good for All, Study Finds",Families and Work Institute study finds children and teachers fared better in day care after Florida cut teacher-to-child ratios; finds tighter ratios did not make centers cut back on number of children served and that parents did not have greater...,https://www.nytimes.com/1998/03/07/us/fewer-children-per-care-provider-is-good-for-all-study-finds.html,1998-03-07T05:00:00+0000,U.S.,U.S.,Florida Children
The Shuffle to the Shuttle Turns Aerobic,"Members of Congress and other frequenters of Washington-New York power corridor are irked by change of terminals for US Airways and Delta shuttles at Washington National Airport; passengers complain about having to huff and puff, or even sprint, t...",https://www.nytimes.com/1998/02/15/style/noticed-the-shuffle-to-the-shuttle-turns-aerobic.html,1998-02-15T05:00:00+0000,Style,Style,Florida Children
Officials Hail Agreement as a Landmark : $11.3 Billion Deal Settle Florida vs. Tobacco Suit,"-- The state of Florida on Monday settled its lawsuit against U.S. tobacco companies for $11.3 billion, in what state officials said was a landmark deal that had extracted ""the largest monetary concession the industry has ever paid."".Governor",https://www.nytimes.com/1997/08/26//IHT-officials-hail-agreement-as-a-landmark-113-billion-deal-settle-florida.html,1997-08-26T05:00:00+0000,n/a,n/a,Florida Children
Safety Tips for Winter Driving,,https://www.nytimes.com/1997/11/23/travel/practical-traveler-safety-tips-for-winter-driving.html,1997-11-23T05:00:00+0000,Travel,Travel,Florida Children
CIGARETTE MAKERS AGREE TO SETTLE FLORIDA LAWSUIT,"Major cigarette producers will pay $11.3 billion to settle smoking-related lawsuit brought by Florida officials, and they will undertake sweeping slate of public health moves, regardless of fate of proposed national tobacco settlement; will begin ...",https://www.nytimes.com/1997/08/26/us/cigarette-makers-agree-to-settle-florida-lawsuit.html,1997-08-26T05:00:00+0000,U.S.,U.S.,Florida Children
Children of Working Poor Are Day Care's Forgotten,"Low-income working families are, in many ways, forgotten class in national debate over child care; are too poor to afford nanny or part-time work; many make too much to qualify for government programs; others make little enough to qualify, but are...",https://www.nytimes.com/1997/11/25/us/children-of-working-poor-are-day-care-s-forgotten.html,1997-11-25T05:00:00+0000,U.S.,U.S.,Florida Children
Founder of a Network for Abused Children Is Acquitted of Cruelty,,https://www.nytimes.com/1992/05/16/us/founder-of-a-network-for-abused-children-is-acquitted-of-cruelty.html,1992-05-16T05:00:00+0000,U.S.,U.S.,Florida Children
Georgia Jury Gets Child Abuse Case,,https://www.nytimes.com/1992/05/15/us/georgia-jury-gets-child-abuse-case.html,1992-05-15T05:00:00+0000,U.S.,U.S.,Florida Children
Child Abuse 'Rescuer' Is Now the Accused,,https://www.nytimes.com/1992/04/27/us/child-abuse-rescuer-is-now-the-accused.html,1992-04-27T05:00:00+0000,U.S.,U.S.,Florida Children
LONG ISLAND JOURNAL,,https://www.nytimes.com/1991/01/20/nyregion/long-island-journal-465191.html,1991-01-20T05:00:00+0000,New York,New York,Florida Children
TRAVEL ADVISORY,,https://www.nytimes.com/1990/01/14/travel/travel-advisory-644690.html,1990-01-14T05:00:00+0000,Travel,Travel,Florida Children
NEWS SUMMARY,,https://www.nytimes.com/1989/06/18/nyregion/news-summary-108189.html,1989-06-18T05:00:00+0000,New York,New York,Florida Children
Children Shooting Children: Move Is On for Gun Control,,https://www.nytimes.com/1989/06/18/us/children-shooting-children-move-is-on-for-gun-control.html,1989-06-18T05:00:00+0000,U.S.,U.S.,Florida Children
"Edward Ball, Financier, Wills Estate to Crippled Children",,https://www.nytimes.com/1981/07/01/obituaries/edward-ball-financier-wills-estate-to-crippled-children.html,1981-07-01T05:00:00+0000,Obituaries,Obituaries,Florida Children
Benefits of Daylight Saving In Winter Widely Doubted,"nationwide reaction to reinstituted daylight saving time appears to be divided as Cong leaders, including HR Speaker Albert, Sen Dick Clark and Sen Majority Leader Mansfield, are considering repealing law while proponents assert that idea has not ...",https://www.nytimes.com/1974/02/03/archives/benefits-of-daylight-saving-in-winter-widely-doubted-second.html,1974-02-03T05:00:00+0000,Archives,Archives,Florida Children
3 NEGRO TOTS HERE ALONE; Society Keeps Florida Children Until Mother Is Located,Wards of Travelers Aid Soc until mother is located,https://www.nytimes.com/1937/10/14/archives/3-negro-tots-here-alone-society-keeps-florida-children-until-mother.html,1937-10-14T05:00:00+0000,Archives,Archives,Florida Children
GET 2 ROCKEFELLER DIMES.; Pair of Florida Children Present Easter Eggs to Oil Man.,Rewards with dimes two Ormond Beach children who present him with Easter basket,https://www.nytimes.com/1929/04/01/archives/get-2-rockefeller-dimes-pair-of-florida-children-present-easter.html,1929-04-01T05:00:00+0000,Archives,Archives,Florida Children
AIDS FLORIDA CHILDREN.; Junior Red Cross Completes Distribution of Christmas Gifts to Destitute,Junior Red Cross sends gifts to families of hurricane victims,https://www.nytimes.com/1926/12/26/archives/aids-florida-children-junior-red-cross-completes-distribution-of.html,1926-12-26T05:00:00+0000,Archives,Archives,Florida Children
CROKER'S ESTATE TIED UP IN FLORIDA; Children Get Injunction at Palm Beach Restraining Him from Disposing of It. ALLEGE HE IS INCOMPETENT And Accuse Wife of Using Undue Influence--He Asks Inquiry Into His Sanity.,,https://www.nytimes.com/1920/04/01/archives/crokers-estate-tied-up-in-florida-children-get-injunction-at-palm.html,1920-04-01T05:00:00+0000,Archives,Archives,Florida Children
